Invoice_ID,Customer_ID,Invoice_Date,Payment_Terms_Days,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Product_Category,Sales_Channel,Payment_Status,Outstanding_Amount,Days_Overdue,Aging_Bucket,Collection_Status,Customer_Risk_Score,Collection_Agent,Dispute_Flag,Promise_To_Pay_Date,Invoice_Month,Invoice_Year,Quarter,Invoice_Priority
INV0001412,CUST0705,2024-05-22,30,2024-06-21,140652,25317.36,165969.36,Consumer Goods,Direct,Paid,0,0,0-30,Closed,42,Neha,No,,May-2024,2024,Q2,Medium
INV0001413,CUST0748,2025-08-25,60,2025-10-24,89325,16078.5,105403.5,Industrial Goods,Direct,Paid,0,15,0-30,Reminder Sent,35,Rohit,No,,Aug-2025,2025,Q3,Medium
INV0001414,CUST0179,2026-01-21,60,2026-03-22,112012,20162.16,132174.16,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,42,Pooja,No,,Jan-2026,2026,Q1,Medium
INV0001415,CUST0570,2025-08-23,60,2025-10-22,77482,13946.76,91428.76,Electronics,Corporate,Unpaid,91428.76,222,90+,Legal Review,48,Karan,No,2026-06-19,Aug-2025,2025,Q3,Medium
INV0001416,CUST0897,2024-11-03,15,2024-11-18,294228,52961.04,347189.04,Office Supplies,Corporate,Unpaid,347189.04,560,90+,Legal Review,70,Rohit,No,2026-06-05,Nov-2024,2024,Q4,High
INV0001417,CUST0863,2024-03-15,15,2024-03-30,196831,35429.58,232260.58,Consumer Goods,Online,Paid,0,38,31-60,Escalated,49,Rohit,Yes,,Mar-2024,2024,Q1,High
INV0001418,CUST0266,2025-10-24,45,2025-12-08,242233,43601.94,285834.94,Software,Corporate,Paid,0,13,0-30,Reminder Sent,20,Karan,No,,Oct-2025,2025,Q4,High
INV0001419,CUST0660,2024-07-06,30,2024-08-05,237587,42765.66,280352.66,Electronics,Direct,Paid,0,6,0-30,Reminder Sent,22,Amit,No,,Jul-2024,2024,Q3,High
INV0001420,CUST0654,2025-05-23,30,2025-06-22,189520,34113.6,223633.6,Electronics,Direct,Paid,0,0,0-30,Closed,26,Karan,No,,May-2025,2025,Q2,High
INV0001421,CUST0231,2025-09-16,15,2025-10-01,129999,23399.82,153398.82,Electronics,Distributor,Paid,0,5,0-30,Reminder Sent,29,Rohit,No,,Sep-2025,2025,Q3,Medium
INV0001422,CUST0349,2024-04-06,15,2024-04-21,77257,13906.26,91163.26,Electronics,Online,Paid,0,0,0-30,Closed,55,Neha,No,,Apr-2024,2024,Q2,Medium
INV0001423,CUST0876,2025-01-24,15,2025-02-08,166678,30002.04,196680.04,Electronics,Distributor,Paid,0,5,0-30,Reminder Sent,27,Rohit,No,,Jan-2025,2025,Q1,Medium
INV0001424,CUST0636,2024-06-12,30,2024-07-12,191038,34386.84,225424.84,Software,Direct,Paid,0,0,0-30,Closed,36,Karan,Yes,,Jun-2024,2024,Q2,High
INV0001425,CUST0470,2025-12-23,15,2026-01-07,288735,51972.3,340707.3,Software,Direct,Paid,0,0,0-30,Closed,72,Sneha,No,,Dec-2025,2025,Q4,High
INV0001426,CUST0314,2024-04-01,15,2024-04-16,69747,12554.46,82301.46,Electronics,Corporate,Paid,0,0,0-30,Closed,93,Rohit,No,,Apr-2024,2024,Q2,Medium
INV0001427,CUST0976,2025-01-29,45,2025-03-15,260098,46817.64,306915.64,Software,Direct,Paid,0,13,0-30,Reminder Sent,37,Neha,No,,Jan-2025,2025,Q1,High
INV0001428,CUST0510,2025-04-18,30,2025-05-18,50881,9158.58,60039.58,Electronics,Corporate,Paid,0,0,0-30,Closed,32,Amit,No,,Apr-2025,2025,Q2,Low
INV0001429,CUST0510,2025-02-20,60,2025-04-21,176964,31853.52,208817.52,Industrial Goods,Online,Paid,0,0,0-30,Closed,16,Neha,No,,Feb-2025,2025,Q1,High
INV0001430,CUST0217,2024-09-20,15,2024-10-05,297603,53568.54,351171.54,Office Supplies,Corporate,Paid,0,0,0-30,Closed,14,Rohit,No,,Sep-2024,2024,Q3,High
INV0001431,CUST0511,2026-01-25,45,2026-03-11,235106,42319.08,277425.08,Software,Distributor,Unpaid,277425.08,82,61-90,Escalated,89,Neha,No,2026-06-16,Jan-2026,2026,Q1,High
INV0001432,CUST0464,2025-01-05,60,2025-03-06,119295,21473.1,140768.1,Medical Supplies,Online,Paid,0,5,0-30,Reminder Sent,69,Sneha,No,,Jan-2025,2025,Q1,Medium
INV0001433,CUST0570,2024-07-13,45,2024-08-27,91046,16388.28,107434.28,Software,Corporate,Paid,0,0,0-30,Closed,72,Karan,No,,Jul-2024,2024,Q3,Medium
INV0001434,CUST0142,2024-11-10,45,2024-12-25,74119,13341.42,87460.42,Electronics,Online,Paid,0,0,0-30,Closed,51,Sneha,No,,Nov-2024,2024,Q4,Medium
INV0001435,CUST0368,2025-12-05,30,2026-01-04,171447,30860.46,202307.46,Office Supplies,Direct,Paid,0,8,0-30,Reminder Sent,77,Sneha,No,,Dec-2025,2025,Q4,High
INV0001436,CUST0456,2025-07-12,45,2025-08-26,277581,49964.58,327545.58,Industrial Goods,Corporate,Unpaid,327545.58,279,90+,Legal Review,59,Neha,No,2026-06-20,Jul-2025,2025,Q3,High
INV0001437,CUST0440,2025-12-15,30,2026-01-14,199174,35851.32,235025.32,Software,Corporate,Paid,0,0,0-30,Closed,43,Pooja,No,,Dec-2025,2025,Q4,High
INV0001438,CUST0544,2026-03-06,15,2026-03-21,228301,41094.18,269395.18,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,72,Amit,No,,Mar-2026,2026,Q1,High
INV0001439,CUST0652,2025-02-15,15,2025-03-02,103230,18581.4,121811.4,Consumer Goods,Distributor,Paid,0,0,0-30,Closed,91,Sneha,No,,Feb-2025,2025,Q1,Medium
INV0001440,CUST0213,2025-05-25,30,2025-06-24,139789,25162.02,164951.02,Software,Direct,Unpaid,164951.02,342,90+,Legal Review,31,Neha,No,2026-06-10,May-2025,2025,Q2,Medium
INV0001441,CUST0521,2025-02-26,30,2025-03-28,42602,7668.36,50270.36,Software,Online,Paid,0,9,0-30,Reminder Sent,50,Karan,No,,Feb-2025,2025,Q1,Low
INV0001442,CUST0567,2025-09-17,45,2025-11-01,27488,4947.84,32435.84,Office Supplies,Distributor,Paid,0,0,0-30,Closed,35,Amit,No,,Sep-2025,2025,Q3,Low
INV0001443,CUST0751,2024-08-10,15,2024-08-25,225260,40546.8,265806.8,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,78,Pooja,No,,Aug-2024,2024,Q3,High
INV0001444,CUST0565,2024-01-28,15,2024-02-12,31257,5626.26,36883.26,Software,Distributor,Paid,0,0,0-30,Closed,52,Sneha,No,,Jan-2024,2024,Q1,Low
INV0001445,CUST0339,2025-02-25,60,2025-04-26,180448,32480.64,212928.64,Medical Supplies,Online,Paid,0,47,31-60,Escalated,42,Amit,No,,Feb-2025,2025,Q1,High
INV0001446,CUST0286,2024-04-26,60,2024-06-25,176909,31843.62,208752.62,Software,Distributor,Paid,0,0,0-30,Closed,73,Neha,No,,Apr-2024,2024,Q2,High
INV0001447,CUST0010,2025-06-14,60,2025-08-13,149772,26958.96,176730.96,Consumer Goods,Online,Paid,0,0,0-30,Closed,20,Neha,No,,Jun-2025,2025,Q2,Medium
INV0001448,CUST0067,2024-09-11,45,2024-10-26,127566,22961.88,150527.88,Electronics,Direct,Paid,0,0,0-30,Closed,89,Amit,No,,Sep-2024,2024,Q3,Medium
INV0001449,CUST0462,2025-04-21,30,2025-05-21,189830,34169.4,223999.4,Office Supplies,Online,Paid,0,12,0-30,Reminder Sent,80,Amit,No,,Apr-2025,2025,Q2,High
INV0001450,CUST0387,2024-11-22,60,2025-01-21,71153,12807.54,83960.54,Office Supplies,Corporate,Paid,0,57,31-60,Escalated,12,Rohit,No,,Nov-2024,2024,Q4,Medium
INV0001451,CUST0919,2024-12-31,30,2025-01-30,46351,8343.18,54694.18,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,67,Rohit,No,,Dec-2024,2024,Q4,Low
INV0001452,CUST0601,2025-06-25,15,2025-07-10,169581,30524.58,200105.58,Electronics,Direct,Paid,0,0,0-30,Closed,65,Neha,No,,Jun-2025,2025,Q2,High
INV0001453,CUST0068,2025-07-26,60,2025-09-24,83431,15017.58,98448.58,Software,Online,Paid,0,0,0-30,Closed,36,Amit,No,,Jul-2025,2025,Q3,Medium
INV0001454,CUST0426,2025-10-06,45,2025-11-20,57002,10260.36,67262.36,Medical Supplies,Direct,Paid,0,3,0-30,Reminder Sent,34,Karan,No,,Oct-2025,2025,Q4,Low
INV0001455,CUST0495,2025-12-22,30,2026-01-21,264256,47566.08,311822.08,Industrial Goods,Direct,Paid,0,0,0-30,Closed,71,Neha,No,,Dec-2025,2025,Q4,High
INV0001456,CUST0131,2024-03-25,45,2024-05-09,87943,15829.74,103772.74,Industrial Goods,Corporate,Unpaid,103772.74,753,90+,Legal Review,60,Pooja,No,2026-06-09,Mar-2024,2024,Q1,Medium
INV0001457,CUST0430,2024-09-10,45,2024-10-25,243262,43787.16,287049.16,Software,Direct,Paid,0,0,0-30,Closed,45,Neha,No,,Sep-2024,2024,Q3,High
INV0001458,CUST0686,2025-10-31,30,2025-11-30,27626,4972.68,32598.68,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,35,Amit,No,,Oct-2025,2025,Q4,Low
INV0001459,CUST0897,2025-04-21,60,2025-06-20,29946,5390.28,35336.28,Software,Corporate,Paid,0,0,0-30,Closed,58,Karan,No,,Apr-2025,2025,Q2,Low
INV0001460,CUST0701,2026-04-04,15,2026-04-19,288146,51866.28,340012.28,Consumer Goods,Distributor,Unpaid,340012.28,43,31-60,Escalated,22,Neha,Yes,2026-06-05,Apr-2026,2026,Q2,High
INV0001461,CUST0626,2026-04-03,30,2026-05-03,36809,6625.62,43434.62,Medical Supplies,Distributor,Paid,0,5,0-30,Reminder Sent,66,Rohit,No,,Apr-2026,2026,Q2,Low
INV0001462,CUST0565,2025-05-02,60,2025-07-01,77584,13965.12,91549.12,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,34,Rohit,No,,May-2025,2025,Q2,Medium
INV0001463,CUST0519,2024-04-25,45,2024-06-09,290156,52228.08,342384.08,Consumer Goods,Online,Paid,0,13,0-30,Reminder Sent,39,Sneha,Yes,,Apr-2024,2024,Q2,High
INV0001464,CUST0903,2025-05-11,30,2025-06-10,140948,25370.64,166318.64,Industrial Goods,Direct,Paid,0,6,0-30,Reminder Sent,35,Karan,No,,May-2025,2025,Q2,Medium
INV0001465,CUST0688,2024-12-04,15,2024-12-19,184439,33199.02,217638.02,Electronics,Direct,Paid,0,11,0-30,Reminder Sent,25,Neha,No,,Dec-2024,2024,Q4,High
INV0001466,CUST0684,2026-03-26,60,2026-05-25,296013,53282.34,349295.34,Industrial Goods,Direct,Paid,0,0,0-30,Closed,37,Pooja,No,,Mar-2026,2026,Q1,High
INV0001467,CUST0796,2026-02-02,30,2026-03-04,257409,46333.62,303742.62,Consumer Goods,Direct,Paid,0,0,0-30,Closed,55,Neha,No,,Feb-2026,2026,Q1,High
INV0001468,CUST0360,2024-12-03,45,2025-01-17,244732,44051.76,288783.76,Medical Supplies,Online,Unpaid,288783.76,500,90+,Legal Review,72,Rohit,No,2026-06-14,Dec-2024,2024,Q4,High
INV0001469,CUST0980,2024-12-21,60,2025-02-19,270784,48741.12,319525.12,Medical Supplies,Direct,Paid,0,0,0-30,Closed,31,Karan,No,,Dec-2024,2024,Q4,High
INV0001470,CUST0996,2024-08-27,60,2024-10-26,277053,49869.54,326922.54,Electronics,Distributor,Paid,0,4,0-30,Reminder Sent,59,Neha,No,,Aug-2024,2024,Q3,High
INV0001471,CUST0533,2024-02-12,15,2024-02-27,168539,30337.02,198876.02,Office Supplies,Direct,Unpaid,198876.02,825,90+,Legal Review,94,Neha,No,2026-06-06,Feb-2024,2024,Q1,Medium
INV0001472,CUST0953,2025-01-13,60,2025-03-14,268145,48266.1,316411.1,Industrial Goods,Distributor,Paid,0,0,0-30,Closed,42,Pooja,No,,Jan-2025,2025,Q1,High
INV0001473,CUST0124,2024-03-13,60,2024-05-12,116351,20943.18,137294.18,Consumer Goods,Online,Paid,0,0,0-30,Closed,35,Pooja,No,,Mar-2024,2024,Q1,Medium
INV0001474,CUST0586,2024-12-30,30,2025-01-29,15316,2756.88,18072.88,Medical Supplies,Direct,Paid,0,0,0-30,Closed,50,Rohit,No,,Dec-2024,2024,Q4,Low
INV0001475,CUST0457,2024-02-28,15,2024-03-14,220220,39639.6,259859.6,Office Supplies,Distributor,Paid,0,0,0-30,Closed,64,Pooja,No,,Feb-2024,2024,Q1,High
INV0001476,CUST0487,2024-02-18,60,2024-04-18,232192,41794.56,273986.56,Electronics,Online,Paid,0,0,0-30,Closed,74,Sneha,No,,Feb-2024,2024,Q1,High
INV0001477,CUST0808,2024-02-28,45,2024-04-13,69416,12494.88,81910.88,Medical Supplies,Direct,Paid,0,0,0-30,Closed,73,Pooja,No,,Feb-2024,2024,Q1,Medium
INV0001478,CUST0076,2025-02-07,15,2025-02-22,267801,48204.18,316005.18,Software,Distributor,Paid,0,0,0-30,Closed,42,Neha,No,,Feb-2025,2025,Q1,High
INV0001479,CUST0693,2025-03-18,30,2025-04-17,244997,44099.46,289096.46,Electronics,Distributor,Paid,0,2,0-30,Reminder Sent,49,Neha,No,,Mar-2025,2025,Q1,High
INV0001480,CUST0869,2024-12-10,15,2024-12-25,35087,6315.66,41402.66,Software,Distributor,Paid,0,0,0-30,Closed,41,Sneha,No,,Dec-2024,2024,Q4,Low
INV0001481,CUST0505,2025-05-10,30,2025-06-09,90024,16204.32,106228.32,Software,Corporate,Paid,0,9,0-30,Reminder Sent,39,Sneha,No,,May-2025,2025,Q2,Medium
INV0001482,CUST0098,2024-08-02,30,2024-09-01,43105,7758.9,50863.9,Electronics,Distributor,Paid,0,0,0-30,Closed,76,Rohit,No,,Aug-2024,2024,Q3,Low
INV0001483,CUST0226,2025-04-07,45,2025-05-22,171340,30841.2,202181.2,Industrial Goods,Direct,Paid,0,0,0-30,Closed,31,Neha,No,,Apr-2025,2025,Q2,High
INV0001484,CUST0423,2025-11-14,30,2025-12-14,206381,37148.58,243529.58,Electronics,Direct,Paid,0,0,0-30,Closed,58,Karan,No,,Nov-2025,2025,Q4,High
INV0001485,CUST0481,2025-03-10,45,2025-04-24,238427,42916.86,281343.86,Software,Online,Paid,0,7,0-30,Reminder Sent,43,Sneha,No,,Mar-2025,2025,Q1,High
INV0001486,CUST0033,2025-03-22,60,2025-05-21,128316,23096.88,151412.88,Industrial Goods,Online,Paid,0,0,0-30,Closed,25,Amit,No,,Mar-2025,2025,Q1,Medium
INV0001487,CUST0031,2024-08-21,30,2024-09-20,56944,10249.92,67193.92,Industrial Goods,Corporate,Paid,0,48,31-60,Escalated,43,Pooja,No,,Aug-2024,2024,Q3,Low
INV0001488,CUST0572,2026-02-23,60,2026-04-24,18672,3360.96,22032.96,Industrial Goods,Corporate,Paid,0,1,0-30,Reminder Sent,63,Pooja,No,,Feb-2026,2026,Q1,Low
INV0001489,CUST0716,2026-01-31,30,2026-03-02,78060,14050.8,92110.8,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,33,Karan,No,,Jan-2026,2026,Q1,Medium
INV0001490,CUST0807,2025-01-06,60,2025-03-07,142581,25664.58,168245.58,Software,Distributor,Paid,0,0,0-30,Closed,77,Sneha,No,,Jan-2025,2025,Q1,Medium
INV0001491,CUST0659,2025-11-30,60,2026-01-29,104850,18873,123723,Industrial Goods,Direct,Paid,0,0,0-30,Closed,36,Sneha,No,,Nov-2025,2025,Q4,Medium
INV0001492,CUST0617,2024-01-06,60,2024-03-06,26276,4729.68,31005.68,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,47,Pooja,No,,Jan-2024,2024,Q1,Low
INV0001493,CUST0604,2025-02-03,30,2025-03-05,50375,9067.5,59442.5,Office Supplies,Corporate,Paid,0,8,0-30,Reminder Sent,59,Pooja,No,,Feb-2025,2025,Q1,Low
INV0001494,CUST0889,2024-09-07,30,2024-10-07,280202,50436.36,330638.36,Software,Corporate,Paid,0,0,0-30,Closed,42,Amit,No,,Sep-2024,2024,Q3,High
INV0001495,CUST0084,2025-01-12,15,2025-01-27,201872,36336.96,238208.96,Medical Supplies,Online,Paid,0,21,0-30,Escalated,82,Pooja,No,,Jan-2025,2025,Q1,High
INV0001496,CUST0233,2024-12-11,60,2025-02-09,144907,26083.26,170990.26,Consumer Goods,Online,Paid,0,0,0-30,Closed,36,Sneha,No,,Dec-2024,2024,Q4,Medium
INV0001497,CUST0168,2024-10-30,15,2024-11-14,241675,43501.5,285176.5,Medical Supplies,Corporate,Paid,0,0,0-30,Closed,70,Neha,No,,Oct-2024,2024,Q4,High
INV0001498,CUST0223,2025-02-14,60,2025-04-15,131865,23735.7,155600.7,Software,Direct,Paid,0,0,0-30,Closed,77,Rohit,No,,Feb-2025,2025,Q1,Medium
INV0001499,CUST0379,2024-06-27,60,2024-08-26,64835,11670.3,76505.3,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,50,Neha,No,,Jun-2024,2024,Q2,Medium
INV0001500,CUST0787,2024-07-26,45,2024-09-09,81682,14702.76,96384.76,Office Supplies,Direct,Paid,0,0,0-30,Closed,29,Karan,No,,Jul-2024,2024,Q3,Medium
INV0001501,CUST0928,2025-01-26,60,2025-03-27,142439,25639.02,168078.02,Medical Supplies,Direct,Paid,0,1,0-30,Reminder Sent,9,Amit,No,,Jan-2025,2025,Q1,Medium
INV0001502,CUST0962,2025-01-10,45,2025-02-24,78891,14200.38,93091.38,Consumer Goods,Distributor,Paid,0,0,0-30,Closed,49,Pooja,Yes,,Jan-2025,2025,Q1,Medium
INV0001503,CUST0374,2024-10-03,15,2024-10-18,92172,16590.96,108762.96,Electronics,Corporate,Paid,0,0,0-30,Closed,58,Rohit,No,,Oct-2024,2024,Q4,Medium
INV0001504,CUST0782,2025-02-26,15,2025-03-13,145746,26234.28,171980.28,Consumer Goods,Direct,Paid,0,39,31-60,Escalated,78,Karan,No,,Feb-2025,2025,Q1,Medium
INV0001505,CUST0898,2025-02-01,15,2025-02-16,197082,35474.76,232556.76,Industrial Goods,Online,Unpaid,232556.76,470,90+,Legal Review,12,Rohit,No,2026-06-14,Feb-2025,2025,Q1,High
INV0001506,CUST0100,2025-10-19,30,2025-11-18,50718,9129.24,59847.24,Consumer Goods,Corporate,Paid,0,5,0-30,Reminder Sent,59,Amit,No,,Oct-2025,2025,Q4,Low
INV0001507,CUST0378,2024-10-04,15,2024-10-19,108363,19505.34,127868.34,Industrial Goods,Direct,Paid,0,0,0-30,Closed,52,Neha,No,,Oct-2024,2024,Q4,Medium
INV0001508,CUST0806,2025-05-22,30,2025-06-21,205810,37045.8,242855.8,Medical Supplies,Corporate,Paid,0,1,0-30,Reminder Sent,50,Karan,No,,May-2025,2025,Q2,High
INV0001509,CUST0449,2024-05-18,60,2024-07-17,251988,45357.84,297345.84,Medical Supplies,Online,Unpaid,297345.84,684,90+,Legal Review,29,Neha,No,2026-06-21,May-2024,2024,Q2,High
INV0001510,CUST0431,2024-12-22,15,2025-01-06,114245,20564.1,134809.1,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,21,Karan,No,,Dec-2024,2024,Q4,Medium
INV0001511,CUST0210,2025-01-22,45,2025-03-08,106601,19188.18,125789.18,Software,Corporate,Paid,0,0,0-30,Closed,21,Karan,Yes,,Jan-2025,2025,Q1,Medium
INV0001512,CUST0770,2025-02-22,60,2025-04-23,139683,25142.94,164825.94,Software,Corporate,Paid,0,0,0-30,Closed,38,Pooja,No,,Feb-2025,2025,Q1,Medium
INV0001513,CUST0266,2024-02-16,60,2024-04-16,191527,34474.86,226001.86,Consumer Goods,Direct,Paid,0,0,0-30,Closed,21,Pooja,No,,Feb-2024,2024,Q1,High
INV0001514,CUST0994,2024-02-19,30,2024-03-20,13490,2428.2,15918.2,Industrial Goods,Direct,Paid,0,22,0-30,Escalated,28,Pooja,No,,Feb-2024,2024,Q1,Low
INV0001515,CUST0823,2025-06-04,30,2025-07-04,202121,36381.78,238502.78,Consumer Goods,Distributor,Paid,0,0,0-30,Closed,46,Neha,No,,Jun-2025,2025,Q2,High
INV0001516,CUST0441,2026-01-02,30,2026-02-01,25926,4666.68,30592.68,Consumer Goods,Corporate,Paid,0,2,0-30,Reminder Sent,71,Pooja,No,,Jan-2026,2026,Q1,Low
INV0001517,CUST0527,2024-10-14,60,2024-12-13,114087,20535.66,134622.66,Electronics,Online,Paid,0,47,31-60,Escalated,34,Sneha,No,,Oct-2024,2024,Q4,Medium
INV0001518,CUST0730,2024-05-21,30,2024-06-20,127545,22958.1,150503.1,Medical Supplies,Online,Paid,0,0,0-30,Closed,83,Sneha,No,,May-2024,2024,Q2,Medium
INV0001519,CUST0800,2025-08-10,30,2025-09-09,120558,21700.44,142258.44,Office Supplies,Online,Paid,0,0,0-30,Closed,44,Sneha,No,,Aug-2025,2025,Q3,Medium
INV0001520,CUST0507,2024-08-15,30,2024-09-14,272839,49111.02,321950.02,Software,Online,Paid,0,0,0-30,Closed,28,Sneha,No,,Aug-2024,2024,Q3,High
INV0001521,CUST0788,2024-03-04,45,2024-04-18,197503,35550.54,233053.54,Office Supplies,Direct,Paid,0,0,0-30,Closed,71,Amit,No,,Mar-2024,2024,Q1,High
INV0001522,CUST0286,2024-03-13,15,2024-03-28,121742,21913.56,143655.56,Electronics,Online,Paid,0,6,0-30,Reminder Sent,91,Neha,No,,Mar-2024,2024,Q1,Medium
INV0001523,CUST0600,2024-03-17,60,2024-05-16,170719,30729.42,201448.42,Medical Supplies,Distributor,Paid,0,36,31-60,Escalated,66,Amit,No,,Mar-2024,2024,Q1,High
INV0001524,CUST0267,2024-10-25,15,2024-11-09,290701,52326.18,343027.18,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,16,Neha,No,,Oct-2024,2024,Q4,High
INV0001525,CUST0390,2024-01-14,60,2024-03-14,193049,34748.82,227797.82,Consumer Goods,Online,Paid,0,47,31-60,Escalated,81,Rohit,No,,Jan-2024,2024,Q1,High
INV0001526,CUST0323,2026-03-02,60,2026-05-01,174889,31480.02,206369.02,Software,Online,Paid,0,34,31-60,Escalated,49,Pooja,No,,Mar-2026,2026,Q1,High
INV0001527,CUST0046,2025-10-30,45,2025-12-14,213462,38423.16,251885.16,Office Supplies,Distributor,Paid,0,0,0-30,Closed,73,Karan,No,,Oct-2025,2025,Q4,High
INV0001528,CUST0354,2025-07-05,15,2025-07-20,112565,20261.7,132826.7,Office Supplies,Corporate,Paid,0,27,0-30,Escalated,78,Rohit,No,,Jul-2025,2025,Q3,Medium
INV0001529,CUST0676,2024-03-22,30,2024-04-21,74371,13386.78,87757.78,Medical Supplies,Direct,Paid,0,0,0-30,Closed,17,Karan,No,,Mar-2024,2024,Q1,Medium
INV0001530,CUST0389,2025-11-26,15,2025-12-11,215959,38872.62,254831.62,Industrial Goods,Direct,Paid,0,0,0-30,Closed,69,Neha,No,,Nov-2025,2025,Q4,High
INV0001531,CUST0629,2025-09-24,60,2025-11-23,281288,50631.84,331919.84,Medical Supplies,Corporate,Paid,0,9,0-30,Reminder Sent,32,Neha,No,,Sep-2025,2025,Q3,High
INV0001532,CUST0933,2024-12-20,60,2025-02-18,197280,35510.4,232790.4,Software,Corporate,Paid,0,0,0-30,Closed,38,Amit,No,,Dec-2024,2024,Q4,High
INV0001533,CUST0111,2024-07-31,45,2024-09-14,103125,18562.5,121687.5,Software,Online,Paid,0,8,0-30,Reminder Sent,64,Amit,No,,Jul-2024,2024,Q3,Medium
INV0001534,CUST0052,2024-09-01,45,2024-10-16,151174,27211.32,178385.32,Industrial Goods,Direct,Paid,0,0,0-30,Closed,24,Rohit,No,,Sep-2024,2024,Q3,Medium
INV0001535,CUST0491,2024-02-09,15,2024-02-24,139262,25067.16,164329.16,Office Supplies,Online,Paid,0,0,0-30,Closed,38,Sneha,No,,Feb-2024,2024,Q1,Medium
INV0001536,CUST0964,2024-10-29,30,2024-11-28,67168,12090.24,79258.24,Software,Distributor,Paid,0,9,0-30,Reminder Sent,70,Sneha,No,,Oct-2024,2024,Q4,Medium
INV0001537,CUST0680,2025-04-14,30,2025-05-14,10702,1926.36,12628.36,Consumer Goods,Corporate,Paid,0,15,0-30,Reminder Sent,32,Sneha,No,,Apr-2025,2025,Q2,Low
INV0001538,CUST0092,2024-11-04,60,2025-01-03,282340,50821.2,333161.2,Industrial Goods,Direct,Paid,0,0,0-30,Closed,51,Rohit,No,,Nov-2024,2024,Q4,High
INV0001539,CUST0105,2024-10-21,15,2024-11-05,296159,53308.62,349467.62,Medical Supplies,Distributor,Paid,0,0,0-30,Closed,34,Neha,No,,Oct-2024,2024,Q4,High
INV0001540,CUST0517,2025-01-03,30,2025-02-02,193201,34776.18,227977.18,Industrial Goods,Online,Paid,0,5,0-30,Reminder Sent,50,Karan,No,,Jan-2025,2025,Q1,High
INV0001541,CUST0183,2024-04-10,15,2024-04-25,246950,44451,291401,Software,Online,Paid,0,3,0-30,Reminder Sent,50,Sneha,Yes,,Apr-2024,2024,Q2,High
INV0001542,CUST0603,2024-10-21,30,2024-11-20,78610,14149.8,92759.8,Industrial Goods,Corporate,Paid,0,0,0-30,Closed,33,Sneha,No,,Oct-2024,2024,Q4,Medium
INV0001543,CUST0404,2025-01-06,30,2025-02-05,203630,36653.4,240283.4,Medical Supplies,Online,Paid,0,0,0-30,Closed,21,Pooja,No,,Jan-2025,2025,Q1,High
INV0001544,CUST0345,2026-01-23,60,2026-03-24,226876,40837.68,267713.68,Office Supplies,Online,Paid,0,17,0-30,Escalated,62,Sneha,No,,Jan-2026,2026,Q1,High
INV0001545,CUST0351,2025-12-29,45,2026-02-12,104102,18738.36,122840.36,Office Supplies,Distributor,Paid,0,0,0-30,Closed,78,Rohit,No,,Dec-2025,2025,Q4,Medium
INV0001546,CUST0828,2024-10-14,60,2024-12-13,37894,6820.92,44714.92,Electronics,Direct,Paid,0,0,0-30,Closed,45,Amit,No,,Oct-2024,2024,Q4,Low
INV0001547,CUST0637,2025-10-01,45,2025-11-15,96998,17459.64,114457.64,Consumer Goods,Online,Paid,0,0,0-30,Closed,45,Sneha,No,,Oct-2025,2025,Q4,Medium
INV0001548,CUST0749,2024-11-26,45,2025-01-10,194464,35003.52,229467.52,Industrial Goods,Direct,Paid,0,15,0-30,Reminder Sent,62,Karan,No,,Nov-2024,2024,Q4,High
INV0001549,CUST0381,2024-08-03,45,2024-09-17,163993,29518.74,193511.74,Consumer Goods,Corporate,Paid,0,0,0-30,Closed,95,Amit,No,,Aug-2024,2024,Q3,Medium
INV0001550,CUST0255,2025-09-04,60,2025-11-03,115688,20823.84,136511.84,Software,Corporate,Paid,0,16,0-30,Escalated,47,Pooja,No,,Sep-2025,2025,Q3,Medium
INV0001551,CUST0489,2025-10-09,45,2025-11-23,35620,6411.6,42031.6,Electronics,Direct,Paid,0,5,0-30,Reminder Sent,26,Karan,No,,Oct-2025,2025,Q4,Low
INV0001552,CUST0694,2024-06-09,60,2024-08-08,140851,25353.18,166204.18,Consumer Goods,Distributor,Paid,0,6,0-30,Reminder Sent,67,Rohit,No,,Jun-2024,2024,Q2,Medium
INV0001553,CUST0144,2024-05-22,45,2024-07-06,11724,2110.32,13834.32,Office Supplies,Distributor,Paid,0,0,0-30,Closed,39,Sneha,No,,May-2024,2024,Q2,Low
INV0001554,CUST0861,2025-12-25,15,2026-01-09,278404,50112.72,328516.72,Industrial Goods,Direct,Paid,0,8,0-30,Reminder Sent,49,Sneha,No,,Dec-2025,2025,Q4,High
