Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method,Delay_Days,Write_Off_Flag
PAY0006194,INV0006194,2024-03-14,303239.94,Bank Transfer,0,No
PAY0006195,INV0006195,2024-06-16,179208.96,Cheque,4,No
PAY0006196,INV0006196,2025-10-18,155672.68,Bank Transfer,0,No
PAY0006197,INV0006197,,0,,847,No
PAY0006198,INV0006198,2026-01-26,198901.98,NEFT,0,No
PAY0006199,INV0006199,2024-08-14,326818.7,Cheque,0,No
PAY0006200,INV0006200,2024-09-17,14470.34,Cheque,18,No
PAY0006201,INV0006201,2024-08-31,108016.02,Bank Transfer,0,No
PAY0006202,INV0006202,2025-05-10,223083.72,UPI,0,No
PAY0006203,INV0006203,2024-07-21,84288.58,Bank Transfer,0,No
PAY0006204,INV0006204,2024-12-29,161884.2,NEFT,0,No
PAY0006205,INV0006205,2025-09-20,320942.3,UPI,0,No
PAY0006206,INV0006206,2025-11-16,348533.06,Bank Transfer,11,No
PAY0006207,INV0006207,,0,,542,No
PAY0006208,INV0006208,2026-02-04,308405.98,UPI,59,No
PAY0006209,INV0006209,2026-01-18,174984.56,Cheque,15,No
PAY0006210,INV0006210,2024-11-20,253023.86,NEFT,52,No
PAY0006211,INV0006211,2025-10-28,327808.72,Bank Transfer,0,No
PAY0006212,INV0006212,2024-12-19,225080.28,Cheque,12,No
PAY0006213,INV0006213,2025-02-06,77418.62,Cheque,0,No
PAY0006214,INV0006214,2026-02-28,296830.18,RTGS,0,No
PAY0006215,INV0006215,2025-07-25,172126.6,RTGS,0,No
PAY0006216,INV0006216,2026-03-20,305937.42,RTGS,0,No
PAY0006217,INV0006217,2024-07-17,84549.36,Bank Transfer,14,No
PAY0006218,INV0006218,2025-11-25,317752.76,RTGS,0,No
PAY0006219,INV0006219,2024-07-11,179634.94,NEFT,0,No
PAY0006220,INV0006220,2025-04-17,94189.96,NEFT,0,No
PAY0006221,INV0006221,2025-08-12,21316.7,NEFT,0,No
PAY0006222,INV0006222,2026-06-16,258002.28,NEFT,0,No
PAY0006223,INV0006223,2025-01-30,25208.34,Cheque,11,No
PAY0006224,INV0006224,2024-11-15,162304.28,UPI,41,No
PAY0006225,INV0006225,2024-11-13,346373.66,RTGS,0,No
PAY0006226,INV0006226,2024-09-14,316257.7,NEFT,0,No
PAY0006227,INV0006227,,0,,436,No
PAY0006228,INV0006228,2026-03-20,258377.52,UPI,0,No
PAY0006229,INV0006229,2026-02-15,314600.98,NEFT,6,No
PAY0006230,INV0006230,2025-05-03,205891.12,UPI,8,No
PAY0006231,INV0006231,2024-07-10,131100.36,Bank Transfer,0,No
PAY0006232,INV0006232,2025-11-05,95972.94,NEFT,0,No
PAY0006233,INV0006233,2025-03-04,126249.38,Bank Transfer,0,No
PAY0006234,INV0006234,2024-05-23,37911.04,Bank Transfer,0,No
PAY0006235,INV0006235,2026-03-29,80137.34,UPI,0,No
PAY0006236,INV0006236,2024-06-28,283031.26,Cheque,0,No
PAY0006237,INV0006237,2024-04-24,341329.16,NEFT,0,No
PAY0006238,INV0006238,2025-01-26,174328.48,UPI,0,No
PAY0006239,INV0006239,2026-01-10,141379.34,RTGS,0,No
PAY0006240,INV0006240,2024-12-09,73696.9,UPI,0,No
PAY0006241,INV0006241,2025-10-24,116925.02,NEFT,0,No
PAY0006242,INV0006242,2024-03-17,261542.28,Cheque,0,No
PAY0006243,INV0006243,2024-03-26,19457.02,Bank Transfer,0,No
PAY0006244,INV0006244,2025-07-04,264249.2,Bank Transfer,13,No
PAY0006245,INV0006245,2024-05-30,184782.1,Bank Transfer,0,No
PAY0006246,INV0006246,2026-06-09,245908.46,Bank Transfer,49,No
PAY0006247,INV0006247,2024-11-03,349912.48,RTGS,0,No
PAY0006248,INV0006248,2025-04-24,121138.8,UPI,0,No
PAY0006249,INV0006249,2026-01-08,159514.76,Bank Transfer,0,No
PAY0006250,INV0006250,2025-06-05,129779.94,Cheque,58,No
PAY0006251,INV0006251,2024-04-01,310881.62,RTGS,0,No
PAY0006252,INV0006252,2025-01-01,138954.44,NEFT,0,No
PAY0006253,INV0006253,2025-03-07,113308.32,RTGS,0,No
PAY0006254,INV0006254,,0,,311,No
PAY0006255,INV0006255,2026-02-13,198891.36,Cheque,1,No
PAY0006256,INV0006256,2025-01-07,289186.14,Cheque,0,No
PAY0006257,INV0006257,2026-05-27,298683.96,Cheque,47,No
PAY0006258,INV0006258,2025-12-19,22883.74,Bank Transfer,5,No
PAY0006259,INV0006259,2024-12-12,150336.72,RTGS,0,No
PAY0006260,INV0006260,2024-12-07,227716.4,Cheque,0,No
PAY0006261,INV0006261,2025-06-02,320506.88,Cheque,0,No
PAY0006262,INV0006262,2025-03-09,298216.68,NEFT,0,No
PAY0006263,INV0006263,2025-03-08,86508.16,RTGS,1,No
PAY0006264,INV0006264,2025-11-16,41626.86,Cheque,0,No
PAY0006265,INV0006265,2024-11-04,230206.2,RTGS,13,No
PAY0006266,INV0006266,2024-05-26,48368.2,RTGS,0,No
PAY0006267,INV0006267,2026-02-25,275229.1,NEFT,0,No
PAY0006268,INV0006268,2025-03-27,107641.96,UPI,41,No
PAY0006269,INV0006269,2025-01-15,329841.86,Bank Transfer,0,No
PAY0006270,INV0006270,2026-05-07,47295.58,RTGS,0,No
PAY0006271,INV0006271,2025-04-27,304429.38,Cheque,0,No
PAY0006272,INV0006272,2025-10-16,303808.7,NEFT,0,No
PAY0006273,INV0006273,2025-11-08,65025.08,Cheque,0,No
PAY0006274,INV0006274,2026-01-03,350786.86,Cheque,25,No
PAY0006275,INV0006275,2025-05-01,272995.36,Cheque,0,No
PAY0006276,INV0006276,2025-07-21,347151.28,Bank Transfer,0,No
PAY0006277,INV0006277,2025-02-09,307367.58,NEFT,0,No
PAY0006278,INV0006278,2025-07-27,183355.48,UPI,6,No
PAY0006279,INV0006279,2024-09-25,46163.96,NEFT,0,No
PAY0006280,INV0006280,,0,,743,No
PAY0006281,INV0006281,2025-07-26,77363.16,Bank Transfer,2,No
PAY0006282,INV0006282,2024-08-15,325764.96,Bank Transfer,56,No
PAY0006283,INV0006283,2025-02-14,273658.52,Cheque,38,No
PAY0006284,INV0006284,2026-04-13,225975.9,Bank Transfer,0,No
PAY0006285,INV0006285,2026-05-18,166389.44,RTGS,0,No
PAY0006286,INV0006286,2026-07-13,298987.22,Bank Transfer,60,No
PAY0006287,INV0006287,2025-09-02,214672.68,UPI,0,No
PAY0006288,INV0006288,2026-05-06,39758.92,RTGS,0,No
PAY0006289,INV0006289,2024-09-23,307991.8,UPI,0,No
PAY0006290,INV0006290,2024-08-17,98469.82,Bank Transfer,0,No
PAY0006291,INV0006291,2024-08-01,250129.32,NEFT,14,No
PAY0006292,INV0006292,2025-10-08,217436.24,UPI,0,No
PAY0006293,INV0006293,2025-08-22,332292.72,NEFT,0,No
PAY0006294,INV0006294,2024-03-07,335966.06,UPI,3,No
PAY0006295,INV0006295,2025-11-09,34635.36,Bank Transfer,3,No
PAY0006296,INV0006296,2024-05-04,200789.98,Cheque,0,No
PAY0006297,INV0006297,2024-08-28,233511.38,RTGS,0,No
PAY0006298,INV0006298,2024-10-26,160685.32,Cheque,0,No
PAY0006299,INV0006299,2024-10-02,91140.84,RTGS,5,No
PAY0006300,INV0006300,2026-03-27,244956.2,RTGS,0,No
PAY0006301,INV0006301,2024-07-27,191451.46,RTGS,0,No
PAY0006302,INV0006302,2024-01-28,160411.56,Cheque,0,No
PAY0006303,INV0006303,2024-03-08,317327.96,UPI,0,No
PAY0006304,INV0006304,2024-02-02,291057.62,Bank Transfer,0,No
PAY0006305,INV0006305,,0,,424,No
PAY0006306,INV0006306,2025-07-11,306637.16,NEFT,0,No
PAY0006307,INV0006307,2025-05-14,181282.22,RTGS,0,No
PAY0006308,INV0006308,2024-07-16,293672.5,NEFT,14,No
PAY0006309,INV0006309,2025-04-17,317761.02,Bank Transfer,0,No
PAY0006310,INV0006310,2025-02-10,103445.88,RTGS,0,No
PAY0006311,INV0006311,2025-10-16,261676.8,UPI,29,No
PAY0006312,INV0006312,,0,,349,No
PAY0006313,INV0006313,2026-05-25,146668.1,RTGS,0,No
PAY0006314,INV0006314,2024-11-10,142582.94,UPI,9,No
PAY0006315,INV0006315,2024-02-20,51077.48,UPI,0,No
PAY0006316,INV0006316,2024-01-16,280147.34,Cheque,0,No
PAY0006317,INV0006317,2026-03-08,157926.48,RTGS,0,No
PAY0006318,INV0006318,2025-06-08,50808.44,UPI,5,No
PAY0006319,INV0006319,2024-03-20,269795.2,RTGS,11,No
PAY0006320,INV0006320,2024-02-26,301590.3,UPI,0,No
PAY0006321,INV0006321,2024-08-03,228862.18,Bank Transfer,0,No
PAY0006322,INV0006322,2024-08-07,291952.06,UPI,0,No
PAY0006323,INV0006323,2024-07-27,281371,Cheque,0,No
PAY0006324,INV0006324,2025-11-04,158206.14,Bank Transfer,12,No
PAY0006325,INV0006325,2025-06-21,39282.2,RTGS,0,No
PAY0006326,INV0006326,2024-05-14,101993.3,RTGS,0,No
PAY0006327,INV0006327,,0,,581,No
PAY0006328,INV0006328,2024-04-17,116057.72,RTGS,0,No
PAY0006329,INV0006329,2024-08-02,38970.68,Bank Transfer,0,No
PAY0006330,INV0006330,2024-03-01,60393.58,UPI,0,No
PAY0006331,INV0006331,,0,,172,No
PAY0006332,INV0006332,2024-12-19,196327.22,Cheque,0,No
PAY0006333,INV0006333,,0,,481,No
PAY0006334,INV0006334,2024-10-02,132637.9,NEFT,0,No
PAY0006335,INV0006335,2024-01-21,26953.56,Cheque,0,No
PAY0006336,INV0006336,2024-06-10,24084.98,UPI,0,No
PAY0006337,INV0006337,2024-05-09,72462.62,UPI,0,No
PAY0006338,INV0006338,2025-10-30,208847.02,RTGS,0,No
PAY0006339,INV0006339,2024-07-15,326692.44,UPI,0,No
PAY0006340,INV0006340,2026-02-17,321650.3,RTGS,2,No
PAY0006341,INV0006341,2025-03-06,176014.7,RTGS,6,No
PAY0006342,INV0006342,2025-03-18,35702.08,UPI,0,No
PAY0006343,INV0006343,2025-01-23,300411.48,UPI,0,No
PAY0006344,INV0006344,2024-09-07,291011.6,NEFT,0,No
PAY0006345,INV0006345,2026-04-30,352396.38,RTGS,0,No
PAY0006346,INV0006346,2024-10-13,191916.38,UPI,9,No
PAY0006347,INV0006347,2026-03-31,198471.28,RTGS,3,No
PAY0006348,INV0006348,2024-11-15,66363.2,UPI,8,No
PAY0006349,INV0006349,2024-10-08,120382.42,Bank Transfer,0,No
PAY0006350,INV0006350,2025-07-15,192573.64,Bank Transfer,0,No
PAY0006351,INV0006351,2025-03-25,255632.84,Cheque,0,No
PAY0006352,INV0006352,2024-03-30,220399.22,RTGS,0,No
PAY0006353,INV0006353,2025-06-05,346011.4,NEFT,0,No
PAY0006354,INV0006354,,0,,71,No
PAY0006355,INV0006355,2025-03-12,70768.14,Bank Transfer,2,No
PAY0006356,INV0006356,,0,,60,No
PAY0006357,INV0006357,,0,,739,No
PAY0006358,INV0006358,2024-01-31,195228.64,RTGS,0,No
PAY0006359,INV0006359,2026-05-09,35797.66,NEFT,41,No
PAY0006360,INV0006360,2025-08-07,263181.3,RTGS,10,No
PAY0006361,INV0006361,2025-05-12,23007.64,Cheque,10,No
PAY0006362,INV0006362,2024-09-12,35990,Bank Transfer,0,No
PAY0006363,INV0006363,2024-06-23,212147.48,NEFT,0,No
PAY0006364,INV0006364,2024-08-20,343987.7,Bank Transfer,0,No
PAY0006365,INV0006365,2026-04-21,256974.5,Bank Transfer,0,No
PAY0006366,INV0006366,2024-10-27,236555.78,UPI,7,No
PAY0006367,INV0006367,2024-06-12,137585.64,Cheque,0,No
PAY0006368,INV0006368,2025-12-06,309779.5,Cheque,0,No
PAY0006369,INV0006369,2026-05-15,141781.72,Cheque,0,No
PAY0006370,INV0006370,2024-01-22,179099.22,RTGS,1,No
PAY0006371,INV0006371,2024-10-16,190062.6,Bank Transfer,0,No
PAY0006372,INV0006372,2025-10-03,163767.48,Bank Transfer,0,No
PAY0006373,INV0006373,2026-02-12,97794.86,UPI,1,No
PAY0006374,INV0006374,2026-04-17,210540.32,Bank Transfer,0,No
PAY0006375,INV0006375,2025-05-02,255414.54,NEFT,13,No
PAY0006376,INV0006376,2025-05-11,70201.74,Bank Transfer,0,No
PAY0006377,INV0006377,2024-05-03,25006.56,Cheque,0,No
PAY0006378,INV0006378,2025-08-05,101098.86,RTGS,0,No
PAY0006379,INV0006379,2024-06-19,51200.2,NEFT,18,No
PAY0006380,INV0006380,2024-03-06,21827.64,Bank Transfer,0,No
PAY0006381,INV0006381,2026-05-26,77343.1,NEFT,9,No
PAY0006382,INV0006382,2026-03-08,67992.78,Bank Transfer,12,No
PAY0006383,INV0006383,2026-02-14,19041.66,Bank Transfer,0,No
PAY0006384,INV0006384,2025-02-09,262574.78,Bank Transfer,18,No
PAY0006385,INV0006385,2026-02-12,278660.54,Cheque,0,No
PAY0006386,INV0006386,2024-10-03,18977.94,UPI,0,No
PAY0006387,INV0006387,2024-07-07,278033.96,Bank Transfer,5,No
PAY0006388,INV0006388,2026-02-01,189366.4,NEFT,0,No
PAY0006389,INV0006389,2025-12-17,257507.86,UPI,0,No
PAY0006390,INV0006390,2025-01-17,340236.48,UPI,0,No
PAY0006391,INV0006391,2025-12-30,191226.08,UPI,10,No
PAY0006392,INV0006392,2025-10-20,30726.02,NEFT,0,No
PAY0006393,INV0006393,2026-04-10,32288.34,RTGS,0,No
PAY0006394,INV0006394,2025-01-20,12962.3,UPI,0,No
PAY0006395,INV0006395,2025-06-07,301317.72,NEFT,12,No
PAY0006396,INV0006396,2024-03-16,161047.58,UPI,0,No
PAY0006397,INV0006397,2024-08-20,172818.08,UPI,6,No
PAY0006398,INV0006398,2025-11-29,288871.08,Cheque,11,No
PAY0006399,INV0006399,2024-05-20,296591.82,NEFT,4,No
PAY0006400,INV0006400,2025-06-04,333509.3,UPI,0,No
PAY0006401,INV0006401,2024-02-01,249181.78,Cheque,0,No
PAY0006402,INV0006402,,0,,166,No
PAY0006403,INV0006403,2025-08-15,244081.82,NEFT,0,No
PAY0006404,INV0006404,,0,,318,No
PAY0006405,INV0006405,,0,,275,No
PAY0006406,INV0006406,2025-04-10,256652.36,NEFT,0,No
PAY0006407,INV0006407,2025-09-24,66985.06,Bank Transfer,40,No
PAY0006408,INV0006408,2026-02-05,305733.28,NEFT,13,No
PAY0006409,INV0006409,2024-07-09,144345.86,NEFT,11,No
PAY0006410,INV0006410,2026-02-03,205598.48,Bank Transfer,5,No
PAY0006411,INV0006411,2025-10-01,69244.76,UPI,0,No
PAY0006412,INV0006412,2024-08-14,49194.2,Cheque,16,No
PAY0006413,INV0006413,2025-04-22,127480.12,NEFT,5,No
PAY0006414,INV0006414,2026-05-03,299953.64,Cheque,5,No
PAY0006415,INV0006415,2024-08-23,247060.14,Bank Transfer,0,No
PAY0006416,INV0006416,2024-10-05,157008.44,UPI,13,No
PAY0006417,INV0006417,2026-06-17,97391.3,Cheque,18,No
PAY0006418,INV0006418,2024-09-26,198208.14,UPI,0,No
PAY0006419,INV0006419,2025-08-05,233071.24,Bank Transfer,0,No
PAY0006420,INV0006420,2025-01-17,247728.02,Bank Transfer,0,No
PAY0006421,INV0006421,2024-11-21,278403.3,NEFT,2,No
PAY0006422,INV0006422,2026-01-29,243383.26,UPI,0,No
PAY0006423,INV0006423,2024-09-24,251458,Cheque,51,No
PAY0006424,INV0006424,,0,,378,No
PAY0006425,INV0006425,2025-02-05,149713.68,Cheque,0,No
PAY0006426,INV0006426,2026-02-18,125182.66,RTGS,0,No
PAY0006427,INV0006427,2025-07-21,348887.06,NEFT,0,No
PAY0006428,INV0006428,2025-11-27,159734.24,UPI,47,No
PAY0006429,INV0006429,2024-08-10,203774.2,UPI,13,No
PAY0006430,INV0006430,2024-12-19,337975.6,RTGS,0,No
PAY0006431,INV0006431,2026-02-06,123841,RTGS,12,No
PAY0006432,INV0006432,2024-05-15,25673.26,NEFT,0,No
PAY0006433,INV0006433,,0,,488,No
PAY0006434,INV0006434,2025-11-21,102654.1,UPI,0,No
PAY0006435,INV0006435,2025-02-10,194337.74,Cheque,13,No
PAY0006436,INV0006436,2025-09-30,144250.28,Bank Transfer,13,No
PAY0006437,INV0006437,2025-12-13,325279.98,Cheque,59,No
PAY0006438,INV0006438,2025-02-13,345977.18,Cheque,4,No
PAY0006439,INV0006439,2025-12-22,271030.66,RTGS,0,No
PAY0006440,INV0006440,2024-12-24,196242.26,RTGS,0,No
PAY0006441,INV0006441,,0,,475,No
PAY0006442,INV0006442,2026-04-22,347835.68,Bank Transfer,3,No
PAY0006443,INV0006443,2024-05-02,347990.26,UPI,0,No
PAY0006444,INV0006444,2024-05-22,280273.6,Cheque,25,No
PAY0006445,INV0006445,2025-02-13,188989.98,UPI,0,No
PAY0006446,INV0006446,2024-08-18,287247.4,Cheque,0,No
PAY0006447,INV0006447,2024-10-28,178318.06,NEFT,7,No
PAY0006448,INV0006448,2025-01-23,191340.54,RTGS,11,No
PAY0006449,INV0006449,2026-07-05,252581.36,NEFT,8,No
PAY0006450,INV0006450,2024-09-23,160615.7,RTGS,0,No
PAY0006451,INV0006451,2025-11-25,195658.16,NEFT,0,No
PAY0006452,INV0006452,2026-01-28,62465.66,Cheque,0,No
PAY0006453,INV0006453,2024-12-16,100485.26,Bank Transfer,0,No
PAY0006454,INV0006454,2025-10-30,297383.6,Bank Transfer,0,No
PAY0006455,INV0006455,2024-03-27,340683.7,Bank Transfer,0,No
PAY0006456,INV0006456,2024-06-13,127877.78,NEFT,15,No
PAY0006457,INV0006457,2024-12-29,123833.92,RTGS,13,No
PAY0006458,INV0006458,2024-11-02,325667.02,Bank Transfer,0,No
PAY0006459,INV0006459,2024-10-25,139016.98,UPI,0,No
PAY0006460,INV0006460,2025-01-19,215366.52,RTGS,0,No
PAY0006461,INV0006461,2025-03-30,222978.7,RTGS,0,No
PAY0006462,INV0006462,2024-10-03,286483.94,RTGS,36,No
PAY0006463,INV0006463,2025-07-26,39048.56,Bank Transfer,2,No
PAY0006464,INV0006464,2024-06-12,329238.88,UPI,0,No
PAY0006465,INV0006465,2026-05-24,152073.68,Cheque,0,No
PAY0006466,INV0006466,2025-06-18,109360.04,UPI,0,No
PAY0006467,INV0006467,2025-08-20,164814.14,NEFT,6,No
PAY0006468,INV0006468,2025-06-12,52787.3,Cheque,0,No
PAY0006469,INV0006469,2024-08-24,49985.98,UPI,29,No
PAY0006470,INV0006470,2024-10-18,345180.68,NEFT,0,No
PAY0006471,INV0006471,2024-08-30,235102.02,Cheque,0,No
PAY0006472,INV0006472,2026-03-26,144180.66,Bank Transfer,2,No
PAY0006473,INV0006473,2024-05-17,329460.72,Cheque,0,No
PAY0006474,INV0006474,2024-12-02,303400.42,RTGS,9,No
PAY0006475,INV0006475,2025-05-08,239940.02,NEFT,13,No
PAY0006476,INV0006476,2024-05-01,93559.84,RTGS,14,No
PAY0006477,INV0006477,2025-06-12,184229.86,Bank Transfer,16,No
PAY0006478,INV0006478,2025-01-01,34086.66,NEFT,0,No
PAY0006479,INV0006479,2024-05-08,167583.6,RTGS,0,No
PAY0006480,INV0006480,2025-08-06,309853.84,UPI,0,No
PAY0006481,INV0006481,2026-03-08,64206.16,Cheque,9,No
PAY0006482,INV0006482,2025-12-27,249854.38,Bank Transfer,7,No
PAY0006483,INV0006483,2025-07-02,285367.66,RTGS,0,No
PAY0006484,INV0006484,,0,,354,No
PAY0006485,INV0006485,2026-02-09,308355.24,Bank Transfer,0,No
PAY0006486,INV0006486,2024-08-07,180899.9,RTGS,0,No
PAY0006487,INV0006487,2024-03-19,314218.66,Cheque,0,No
PAY0006488,INV0006488,2024-04-10,182156.6,Bank Transfer,0,No
PAY0006489,INV0006489,2025-03-26,52284.62,Cheque,0,No
PAY0006490,INV0006490,2024-01-26,277402.66,Bank Transfer,0,No
PAY0006491,INV0006491,2024-09-16,64813.86,RTGS,8,No
PAY0006492,INV0006492,2024-09-10,229198.48,UPI,38,No
PAY0006493,INV0006493,2024-08-30,125829.3,UPI,0,No
PAY0006494,INV0006494,2025-06-20,169750.08,UPI,0,No
PAY0006495,INV0006495,2024-04-08,309738.2,UPI,0,No
PAY0006496,INV0006496,,0,,315,Yes
PAY0006497,INV0006497,2025-07-01,212133.32,UPI,0,No
PAY0006498,INV0006498,2025-05-15,169804.36,Bank Transfer,0,No
PAY0006499,INV0006499,2024-04-12,303074.74,NEFT,0,No
PAY0006500,INV0006500,2025-03-17,307407.7,Bank Transfer,0,No
PAY0006501,INV0006501,2025-09-02,16897.6,RTGS,0,No
PAY0006502,INV0006502,,0,,557,No
PAY0006503,INV0006503,2026-04-30,120153.5,RTGS,26,No
PAY0006504,INV0006504,2024-06-25,187105.52,Cheque,3,No
PAY0006505,INV0006505,,0,,57,No
PAY0006506,INV0006506,2026-04-27,159478.18,NEFT,13,No
PAY0006507,INV0006507,2024-03-29,282455.42,RTGS,12,No
PAY0006508,INV0006508,2026-04-24,296418.36,UPI,0,No
PAY0006509,INV0006509,2024-08-09,178143.42,NEFT,53,No
PAY0006510,INV0006510,2024-03-16,29266.36,Cheque,0,No
PAY0006511,INV0006511,2024-06-24,185218.7,UPI,57,No
PAY0006512,INV0006512,2026-03-21,116238.26,RTGS,55,No
PAY0006513,INV0006513,2026-01-21,17734.22,RTGS,0,No
PAY0006514,INV0006514,2025-08-08,203335.24,NEFT,0,No
PAY0006515,INV0006515,2026-02-18,66118.94,Bank Transfer,1,No
PAY0006516,INV0006516,2024-10-04,259057.2,UPI,7,No
PAY0006517,INV0006517,2025-02-19,52428.58,NEFT,0,No
PAY0006518,INV0006518,2024-02-28,271947.52,Bank Transfer,13,No
PAY0006519,INV0006519,2024-03-06,176525.64,Bank Transfer,0,No
PAY0006520,INV0006520,2025-12-25,239314.62,RTGS,0,No
PAY0006521,INV0006521,,0,,213,Yes
PAY0006522,INV0006522,2025-04-19,18000.9,RTGS,22,No
PAY0006523,INV0006523,2025-01-21,245247.66,UPI,0,No
PAY0006524,INV0006524,2024-12-19,331342.82,NEFT,0,No
PAY0006525,INV0006525,2024-08-20,282844.82,Cheque,0,No
PAY0006526,INV0006526,2026-01-28,272117.44,Bank Transfer,0,No
PAY0006527,INV0006527,2026-04-18,271625.38,NEFT,0,No
PAY0006528,INV0006528,2024-05-28,283594.12,Bank Transfer,0,No
PAY0006529,INV0006529,2026-05-13,34675.48,Bank Transfer,0,No
PAY0006530,INV0006530,2025-01-25,113756.72,RTGS,2,No
PAY0006531,INV0006531,2024-05-11,231190.32,Cheque,0,No
PAY0006532,INV0006532,2024-08-22,171770.24,RTGS,0,No
PAY0006533,INV0006533,2025-10-09,343539.3,NEFT,5,No
PAY0006534,INV0006534,2026-02-04,112357.24,RTGS,0,No
PAY0006535,INV0006535,2025-10-02,110532.96,Cheque,0,No
PAY0006536,INV0006536,2025-06-02,318516.22,RTGS,1,No
PAY0006537,INV0006537,2026-03-01,230536.6,Bank Transfer,44,No
PAY0006538,INV0006538,2025-07-28,183384.98,Cheque,0,No
PAY0006539,INV0006539,2026-05-10,296561.14,UPI,0,No
PAY0006540,INV0006540,2025-10-20,71345.16,UPI,6,No
PAY0006541,INV0006541,2024-11-24,133745.92,RTGS,0,No
PAY0006542,INV0006542,2025-06-26,85527.58,UPI,0,No
PAY0006543,INV0006543,2024-02-04,46812.96,UPI,0,No
PAY0006544,INV0006544,,0,,9,No
PAY0006545,INV0006545,2026-01-31,226761.78,Bank Transfer,58,No
PAY0006546,INV0006546,2026-02-16,280548.54,Bank Transfer,0,No
PAY0006547,INV0006547,2024-02-08,264885.22,RTGS,0,No
PAY0006548,INV0006548,2026-03-16,40381.96,NEFT,6,No
PAY0006549,INV0006549,2025-03-09,25556.44,NEFT,0,No
PAY0006550,INV0006550,2024-04-08,25813.68,Bank Transfer,0,No
PAY0006551,INV0006551,2024-09-07,66411.58,NEFT,43,No
PAY0006552,INV0006552,2025-10-14,106675.54,Bank Transfer,0,No
PAY0006553,INV0006553,2025-01-08,268595.14,NEFT,0,No
PAY0006554,INV0006554,2025-11-13,320318.08,NEFT,7,No
PAY0006555,INV0006555,2024-05-11,30190.3,Cheque,26,No
PAY0006556,INV0006556,2025-12-30,346036.18,RTGS,0,No
PAY0006557,INV0006557,2024-05-01,311325.3,NEFT,0,No
PAY0006558,INV0006558,2025-01-16,328242.96,NEFT,0,No
PAY0006559,INV0006559,2024-08-01,74330.56,RTGS,0,No
PAY0006560,INV0006560,2024-09-10,61579.48,NEFT,0,No
PAY0006561,INV0006561,2024-09-17,81107.3,RTGS,0,No
PAY0006562,INV0006562,2025-11-04,51298.14,Cheque,12,No
PAY0006563,INV0006563,2025-05-22,286186.58,NEFT,0,No
PAY0006564,INV0006564,2024-09-21,251440.3,Bank Transfer,0,No
PAY0006565,INV0006565,2025-05-16,135973.76,Cheque,28,No
PAY0006566,INV0006566,2024-06-10,352369.24,Cheque,7,No
PAY0006567,INV0006567,2025-04-06,112458.72,UPI,0,No
PAY0006568,INV0006568,2025-10-13,311473.98,NEFT,39,No
PAY0006569,INV0006569,2026-05-08,218051.02,Cheque,0,No
PAY0006570,INV0006570,2025-11-16,289469.34,RTGS,9,No
PAY0006571,INV0006571,2024-11-17,261511.6,RTGS,4,No
PAY0006572,INV0006572,2024-07-03,346190.76,UPI,13,No
PAY0006573,INV0006573,2024-10-09,48266.72,UPI,0,No
PAY0006574,INV0006574,2024-08-03,220075.9,NEFT,5,No
PAY0006575,INV0006575,2024-04-25,331332.2,RTGS,0,No
PAY0006576,INV0006576,2024-05-18,67560.9,RTGS,17,No
PAY0006577,INV0006577,2024-11-01,140181.64,NEFT,13,No
PAY0006578,INV0006578,2024-06-14,46178.12,NEFT,10,No
PAY0006579,INV0006579,2025-01-14,117247.16,Cheque,0,No
PAY0006580,INV0006580,2025-04-24,316899.62,Bank Transfer,0,No
PAY0006581,INV0006581,2026-04-25,121246.18,RTGS,4,No
PAY0006582,INV0006582,2024-02-28,126760.32,Bank Transfer,4,No
PAY0006583,INV0006583,2026-03-20,327580.98,NEFT,0,No
PAY0006584,INV0006584,2025-12-10,92041.18,NEFT,0,No
PAY0006585,INV0006585,2024-09-02,114901.32,NEFT,0,No
PAY0006586,INV0006586,2024-05-17,148406.24,UPI,2,No
PAY0006587,INV0006587,2026-04-30,89481.76,NEFT,2,No
PAY0006588,INV0006588,2024-07-17,175927.38,Bank Transfer,14,No
PAY0006589,INV0006589,2025-03-25,67034.62,UPI,0,No
PAY0006590,INV0006590,2026-02-03,158567.22,UPI,7,No
PAY0006591,INV0006591,2024-07-11,114668.86,UPI,4,No
PAY0006592,INV0006592,2024-06-24,68705.5,UPI,0,No
PAY0006593,INV0006593,2024-11-19,158016.16,Bank Transfer,11,No
PAY0006594,INV0006594,2025-07-23,238508.68,Bank Transfer,0,No
PAY0006595,INV0006595,2024-07-24,296367.62,NEFT,43,No
PAY0006596,INV0006596,2024-04-29,174492.5,UPI,7,No
PAY0006597,INV0006597,2026-02-26,19090.04,NEFT,59,No
PAY0006598,INV0006598,2024-03-14,200012.36,Cheque,0,No
PAY0006599,INV0006599,2024-06-01,145103.42,Bank Transfer,0,No
PAY0006600,INV0006600,2025-07-23,35164,NEFT,31,No
PAY0006601,INV0006601,2026-06-12,257223.48,NEFT,0,No
PAY0006602,INV0006602,2024-08-02,187750.98,Cheque,0,No
PAY0006603,INV0006603,2026-03-10,89739,Cheque,0,No
PAY0006604,INV0006604,2025-02-26,28546.56,NEFT,0,No
PAY0006605,INV0006605,,0,,740,No
PAY0006606,INV0006606,2024-12-03,226541.12,RTGS,31,No
PAY0006607,INV0006607,2026-01-01,235969.32,NEFT,0,No
PAY0006608,INV0006608,2025-05-22,45902,UPI,1,No
